UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3871,L51050,L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0
3094,L50273,L,300.0,309.3,1397,51.2,173,0,0,0,0,0,0
2800,L49979,L,300.3,309.6,1404,44.6,87,0,0,0,0,0,0
2925,L50104,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0
9661,M24520,M,298.9,309.8,1392,43.1,218,0,0,0,0,0,0
9672,L56851,L,299.0,310.2,1412,44.1,246,0,0,0,0,0,0
5048,M19907,M,304.1,313.3,1680,29.3,158,0,0,0,0,0,0
4388,L51567,L,302.0,309.8,1532,39.4,2,0,0,0,0,0,0
6662,M21521,M,301.3,310.4,1501,39.8,187,0,0,0,0,0,0
5036,M19895,M,304.0,313.2,1500,40.6,124,0,0,0,0,0,0
7300,L54479,L,300.1,310.5,1492,50.9,111,0,0,0,0,0,0
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0,0,0,0,0
2903,M17762,M,300.6,309.4,1541,35.2,105,0,0,0,0,0,0
2776,L49955,L,300.1,309.4,1560,47.7,26,0,0,0,0,0,0
4389,L51568,L,302.0,309.8,1701,27.2,4,0,0,0,0,0,0
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0
2670,H32083,H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0
9576,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0
4463,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0
6396,M21255,M,300.1,309.6,1376,52.1,147,0,0,0,0,0,0
8158,L55337,L,299.6,310.8,1498,46.9,116,0,0,0,0,0,0
6290,L53469,L,301.0,310.5,1248,61.4,77,0,0,0,0,0,0
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0
2470,L49649,L,299.0,308.7,1507,37.5,134,0,0,0,0,0,0
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0
3227,L50406,L,300.5,309.3,1465,46.0,89,0,0,0,0,0,0
5745,H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0
1628,L48807,L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0
6964,H36377,H,300.7,311.0,1981,19.9,99,0,0,0,0,0,0
9632,L56811,L,299.0,310.0,1672,33.2,144,0,0,0,0,0,0
6873,L54052,L,301.0,311.3,1472,35.3,73,0,0,0,0,0,0
5139,M19998,M,304.3,313.6,1489,40.3,196,0,0,0,0,0,0
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0
8826,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0
6154,L53333,L,301.0,311.1,1236,64.4,177,1,0,0,0,1,0
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0
7157,M22016,M,300.2,310.0,1664,30.7,179,0,0,0,0,0,0
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0,0,0,0,0
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0
6461,L53640,L,300.6,310.0,1313,52.9,93,0,0,0,0,0,0
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0
3845,L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0
3411,L50590,L,301.2,310.3,1451,39.7,123,0,0,0,0,0,0
6960,L54139,L,300.6,311.0,1543,34.7,89,0,0,0,0,0,0
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0
6594,L53773,L,301.6,310.7,1679,29.5,10,0,0,0,0,0,0
3638,M18497,M,302.2,311.4,1626,31.6,62,0,0,0,0,0,0
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0
2482,L49661,L,299.0,308.6,1378,47.8,163,0,0,0,0,0,0
3737,H33150,H,302.2,311.1,1628,30.6,105,0,0,0,0,0,0
8785,L55964,L,297.5,308.6,1437,43.3,34,0,0,0,0,0,0
7305,L54484,L,300.1,310.5,1394,44.3,121,0,0,0,0,0,0
2602,L49781,L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0
5547,L52726,L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0
7699,L54878,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0
4962,L52141,L,303.9,312.7,1800,24.3,158,0,0,0,0,0,0
5538,L52717,L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0
3209,M18068,M,300.2,309.1,1406,42.2,40,0,0,0,0,0,0
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0
8664,L55843,L,297.5,308.6,1671,29.4,136,0,0,0,0,0,0
6782,M21641,M,301.3,310.8,1494,35.3,54,0,0,0,0,0,0
7413,L54592,L,300.0,311.0,1637,33.6,181,0,0,0,0,0,0
1931,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0
5836,L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0
9420,L56599,L,298.0,308.4,1911,22.0,13,0,0,0,0,0,0
2909,L50088,L,300.7,309.5,1251,59.9,120,0,0,0,0,0,0
522,L47701,L,297.5,309.4,1497,35.8,44,0,0,0,0,0,0
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0
7195,L54374,L,300.1,310.1,1380,52.6,59,0,0,0,0,0,0
8530,M23389,M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0
193,H29606,H,298.2,308.4,1398,51.8,76,0,0,0,0,0,0
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0
1198,M16057,M,296.9,307.9,1441,47.6,60,0,0,0,0,0,0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0
3174,L50353,L,300.3,309.6,1624,32.6,175,0,0,0,0,0,0
6836,L54015,L,301.0,310.9,1809,25.7,192,0,0,0,0,0,0
9728,L56907,L,298.8,309.8,1461,39.4,141,0,0,0,0,0,0
9241,M24100,M,298.1,308.7,1362,49.6,158,0,0,0,0,0,0
3189,M18048,M,300.1,309.2,1438,51.0,211,0,0,0,0,0,0
3384,H32797,H,301.4,310.6,1674,33.6,49,0,0,0,0,0,0
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0
3582,M18441,M,301.8,310.6,1459,40.2,128,0,0,0,0,0,0
6378,L53557,L,300.1,309.6,1541,37.0,96,0,0,0,0,0,0
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0
3362,L50541,L,301.5,310.6,1519,40.7,208,0,0,0,0,0,0
6671,L53850,L,301.5,310.6,1998,20.2,210,0,0,0,0,0,0
9586,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0
7118,L54297,L,300.9,310.5,1570,40.1,79,0,0,0,0,0,0
530,L47709,L,297.6,309.5,1569,36.2,63,0,0,0,0,0,0
8805,M23664,M,297.5,308.6,1255,60.7,77,0,0,0,0,0,0
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0
4561,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0
4415,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0
7184,L54363,L,300.2,310.3,1445,50.9,34,0,0,0,0,0,0
8738,L55917,L,297.3,308.7,1556,36.7,114,0,0,0,0,0,0
7006,M21865,M,300.6,310.7,1339,52.9,0,0,0,0,0,0,0
4437,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0
2304,L49483,L,299.2,308.5,1374,53.6,143,0,0,0,0,0,0
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0
3495,L50674,L,301.9,311.0,1356,45.7,119,0,0,0,0,0,0
4294,L51473,L,301.8,310.0,1393,44.9,208,0,0,0,0,0,0
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0
1933,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0
6282,M21141,M,301.3,310.8,1455,41.2,56,0,0,0,0,0,0
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0
1057,L48236,L,296.8,307.8,1565,39.5,124,0,0,0,0,0,0
9378,H38791,H,297.7,308.3,1488,41.0,101,0,0,0,0,0,0
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0
4531,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0
3069,H32482,H,300.0,309.0,1622,31.8,103,0,0,0,0,0,0
4390,M19249,M,302.1,310.0,1355,45.1,6,1,0,1,0,0,0
7138,M21997,M,300.6,310.0,1486,41.2,127,0,0,0,0,0,0
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0
2456,L49635,L,299.0,308.6,1946,22.3,102,0,0,0,0,0,0
8718,L55897,L,297.1,308.7,1474,42.3,64,0,0,0,0,0,0
7142,M22001,M,300.4,309.8,1356,44.4,136,0,0,0,0,0,0
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0
8847,M23706,M,297.4,308.8,1325,62.4,204,1,1,0,0,1,0
567,M15426,M,297.6,309.7,1541,33.7,165,0,0,0,0,0,0
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0
4486,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0
3934,L51113,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0
9403,L56582,L,297.7,308.1,1734,30.7,177,0,0,0,0,0,0
1639,L48818,L,297.9,307.8,1397,45.0,104,0,0,0,0,0,0
7059,L54238,L,300.7,310.6,1520,45.9,146,0,0,0,0,0,0
8589,L55768,L,297.3,307.8,1385,44.4,169,0,0,0,0,0,0
1705,M16564,M,298.1,307.8,1503,44.7,54,0,0,0,0,0,0
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0
5214,M20073,M,303.7,312.6,1429,43.3,189,0,0,0,0,0,0
9326,M24185,M,298.6,309.3,1510,40.8,177,0,0,0,0,0,0
8834,L56013,L,297.4,308.8,1529,41.3,165,0,0,0,0,0,0
4452,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0
6385,H35798,H,300.1,309.6,1463,45.1,113,0,0,0,0,0,0
1846,L49025,L,297.7,307.2,1444,40.0,17,0,0,0,0,0,0
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0
2014,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0
7304,L54483,L,300.1,310.6,1374,45.4,119,0,0,0,0,0,0
7992,L55171,L,301.1,312.3,1534,39.0,129,0,0,0,0,0,0
8841,M23700,M,297.3,308.7,1542,37.0,184,0,0,0,0,0,0
9904,M24763,M,298.7,309.2,1437,45.7,195,0,0,0,0,0,0
8939,M23798,M,297.4,308.4,1517,41.0,18,0,0,0,0,0,0
5141,M20000,M,304.3,313.6,1585,32.1,202,0,0,0,0,0,0
4099,L51278,L,302.0,310.3,1648,29.6,157,0,0,0,0,0,0
5191,L52370,L,304.1,313.2,1452,48.0,126,0,0,0,0,0,0
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0
6858,L54037,L,301.1,311.3,1622,35.6,34,0,0,0,0,0,0
8448,L55627,L,298.6,310.1,1439,49.9,17,0,0,0,0,0,0
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0
7963,L55142,L,301.0,312.2,1372,47.0,59,0,0,0,0,0,0
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0
608,M15467,M,298.0,309.9,1565,33.9,40,0,0,0,0,0,0
4515,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0
7420,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0,0
9841,H39254,H,298.3,309.2,1486,42.4,16,0,0,0,0,0,0
1215,M16074,M,296.8,307.8,1694,33.0,115,0,0,0,0,0,0
7911,M22770,M,300.8,312.2,1664,25.7,150,0,0,0,0,0,0
8415,L55594,L,298.6,309.8,1842,20.1,142,0,0,0,0,0,0
2958,L50137,L,300.8,309.6,1498,45.8,47,0,0,0,0,0,0
6038,L53217,L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0
5072,H34485,H,304.2,313.0,1442,40.9,23,0,0,0,0,0,0
660,L47839,L,297.6,309.1,1449,49.1,174,0,0,0,0,0,0
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0
1122,L48301,L,296.6,307.6,1459,40.2,96,0,0,0,0,0,0
2717,L49896,L,299.5,309.0,1498,44.6,101,0,0,0,0,0,0
1644,L48823,L,298.0,307.8,1453,37.7,119,0,0,0,0,0,0
9338,H38751,H,298.5,308.9,1500,40.3,207,0,0,0,0,0,0
7925,H37338,H,300.7,311.9,1389,46.5,186,0,0,0,0,0,0
9457,L56636,L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0
8066,M22925,M,300.5,311.9,1670,26.3,89,0,0,0,0,0,0
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0
8221,M23080,M,298.9,310.3,1551,35.2,50,0,0,0,0,0,0
2588,L49767,L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0
2487,M17346,M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0
1208,M16067,M,297.0,308.1,1573,34.9,93,0,0,0,0,0,0
8008,M22867,M,301.0,312.1,1664,28.4,168,0,0,0,0,0,0
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0
8807,L55986,L,297.4,308.5,1692,34.3,83,0,0,0,0,0,0
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0
8464,M23323,M,298.7,309.9,1411,45.1,51,0,0,0,0,0,0
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0
5756,L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0
2833,M17692,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0
1521,L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0
1789,L48968,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0
8058,L55237,L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0
6513,M21372,M,301.1,310.0,1433,48.1,14,0,0,0,0,0,0
8645,M23504,M,297.6,308.5,1443,38.2,85,0,0,0,0,0,0
1914,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0
3146,M18005,M,300.5,310.0,1415,43.5,98,0,0,0,0,0,0
5297,H34710,H,303.8,313.2,1379,50.2,178,0,0,0,0,0,0
6664,L53843,L,301.3,310.4,1504,47.2,193,0,0,0,0,0,0
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0
6990,M21849,M,300.7,311.1,1608,35.3,167,0,0,0,0,0,0
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0
8251,M23110,M,299.0,310.4,1394,45.2,122,0,0,0,0,0,0
6470,M21329,M,300.4,309.6,1521,35.0,119,0,0,0,0,0,0
6812,L53991,L,300.9,310.6,1504,46.4,129,0,0,0,0,0,0
9355,M24214,M,298.2,308.8,1607,31.9,39,0,0,0,0,0,0
9598,L56777,L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0
6374,H35787,H,300.0,309.5,1735,28.9,82,0,0,0,0,0,0
8560,L55739,L,298.3,309.0,1519,40.0,96,0,0,0,0,0,0
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0,1,0,0,0
3368,H32781,H,301.5,310.7,1790,26.2,8,0,0,0,0,0,0
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0
8243,M23102,M,299.0,310.3,1689,29.7,101,0,0,0,0,0,0
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0
1704,M16563,M,298.1,307.8,1636,36.7,51,0,0,0,0,0,0
1831,L49010,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0
4349,L51528,L,301.9,309.8,1507,44.7,131,0,0,0,0,0,0
4420,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0
9717,H39130,H,299.0,310.0,1387,45.2,110,0,0,0,0,0,0
5598,L52777,L,302.7,312.0,1501,37.0,77,0,0,0,0,0,0
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0
3178,M18037,M,300.2,309.5,1564,33.4,183,0,0,0,0,0,0
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0
2505,L49684,L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0
4141,L51320,L,301.7,310.2,1331,61.2,47,1,0,1,0,0,0
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0
2657,L49836,L,299.9,309.5,1349,51.3,176,0,0,0,0,0,0
2768,L49947,L,300.0,309.5,1925,21.9,9,0,0,0,0,0,0
571,L47750,L,297.7,309.7,1498,41.0,176,0,0,0,0,0,0
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0
5784,H35197,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0
1713,L48892,L,298.3,307.9,1551,33.8,72,0,0,0,0,0,0
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0
6329,L53508,L,300.7,310.0,1672,29.7,176,0,0,0,0,0,0
6318,L53497,L,300.9,310.3,1321,48.8,150,0,0,0,0,0,0
5003,L52182,L,303.7,312.8,1627,31.7,40,0,0,0,0,0,0
6017,L53196,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0
5842,M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0
1059,L48238,L,296.7,307.8,1605,31.3,128,0,0,0,0,0,0
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0
6938,H36351,H,300.6,311.1,1452,40.2,28,0,0,0,0,0,0
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0
2020,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0
3756,L50935,L,302.3,311.0,1329,51.5,154,0,0,0,0,0,0
6302,M21161,M,301.2,310.6,1576,39.6,109,0,0,0,0,0,0
8566,L55745,L,298.0,308.8,1489,36.5,109,0,0,0,0,0,0
7971,M22830,M,300.9,312.1,1297,48.6,76,0,0,0,0,0,0
9471,H38884,H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0
1646,L48825,L,297.9,307.8,1538,38.5,123,0,0,0,0,0,0
3179,M18038,M,300.2,309.4,1329,53.6,186,0,0,0,0,0,0
8011,L55190,L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0
4555,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0
3243,L50422,L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0
7222,H36635,H,299.7,309.6,1433,49.6,129,0,0,0,0,0,0
7015,H36428,H,300.5,310.5,1403,47.7,24,0,0,0,0,0,0
3180,L50359,L,300.1,309.3,1570,36.8,189,0,0,0,0,0,0
8689,L55868,L,297.1,308.5,1483,46.9,203,0,0,0,0,0,0
2334,L49513,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0
3380,M18239,M,301.4,310.7,1459,37.7,40,0,0,0,0,0,0
5280,L52459,L,303.6,313.0,1522,35.8,133,0,0,0,0,0,0
9797,H39210,H,298.4,309.3,1694,30.9,111,0,0,0,0,0,0
7890,M22749,M,300.7,312.4,1371,61.7,102,0,0,0,0,0,0
4085,L51264,L,302.0,310.4,1611,35.6,117,0,0,0,0,0,0
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0
2914,L50093,L,300.7,309.6,1541,34.6,131,0,0,0,0,0,0
5512,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0
3665,M18524,M,302.3,311.7,1685,30.8,130,0,0,0,0,0,0
605,L47784,L,297.9,309.9,1542,33.8,33,0,0,0,0,0,0
2639,L49818,L,299.8,309.5,1739,27.5,128,0,0,0,0,0,0
6703,M21562,M,301.6,310.8,1664,32.0,58,0,0,0,0,0,0
3938,L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0
3658,L50837,L,302.1,311.5,1477,45.4,111,0,0,0,0,0,0
5123,H34536,H,304.2,313.5,1684,29.8,156,0,0,0,0,0,0
9276,L56455,L,298.2,308.7,1605,29.4,47,0,0,0,0,0,0
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0
5254,L52433,L,303.5,313.0,1547,40.3,73,0,0,0,0,0,0
2029,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0
4709,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0
3061,L50240,L,300.0,309.1,1882,23.8,84,0,0,0,0,0,0
7900,L55079,L,300.9,312.4,1364,52.5,125,0,0,0,0,0,0
1683,H31096,H,297.9,307.4,1604,36.1,225,1,1,0,0,0,0
6362,M21221,M,300.1,309.7,1348,57.3,48,0,0,0,0,0,0
5076,L52255,L,304.1,313.2,1366,46.6,35,0,0,0,0,0,0
6274,L53453,L,301.2,310.8,1711,28.9,38,0,0,0,0,0,0
6534,L53713,L,301.3,310.7,1504,47.2,74,0,0,0,0,0,0
20,M14879,M,298.9,309.3,1632,32.5,55,0,0,0,0,0,0
9417,M24276,M,298.1,308.5,1463,45.9,3,0,0,0,0,0,0
595,H30008,H,297.6,309.6,1278,50.4,2,0,0,0,0,0,0
1231,M16090,M,297.1,308.4,1880,23.5,155,0,0,0,0,0,0
7331,H36744,H,299.8,310.2,1537,36.6,191,0,0,0,0,0,0
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0
8529,L55708,L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0
7179,L54358,L,300.2,310.2,1600,31.5,23,0,0,0,0,0,0
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0
5136,L52315,L,304.1,313.3,1883,24.5,190,0,0,0,0,0,0
9836,L57015,L,298.4,309.3,1545,36.9,3,0,0,0,0,0,0
6733,L53912,L,301.7,311.0,1503,44.8,134,0,0,0,0,0,0
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0
3288,M18147,M,301.2,310.1,1558,32.6,34,0,0,0,0,0,0
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0
3183,M18042,M,300.1,309.3,1443,50.3,196,0,0,0,0,0,0
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0
5880,L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0
2787,M17646,M,300.2,309.5,1630,28.3,51,0,0,0,0,0,0
1624,L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0
8095,H37508,H,300.2,311.6,1662,28.8,162,0,0,0,0,0,0
552,L47731,L,297.4,309.2,1274,54.3,121,0,0,0,0,0,0
6478,L53657,L,300.5,309.7,1841,24.6,143,0,0,0,0,0,0
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0
578,L47757,L,297.7,309.7,1591,37.7,196,0,0,0,0,0,0
585,H29998,H,297.6,309.6,1419,48.2,215,0,0,0,0,0,0
8198,M23057,M,299.4,310.7,1492,45.7,219,0,0,0,0,0,0
9425,M24284,M,298.0,308.5,1585,33.0,24,0,0,0,0,0,0
6993,L54172,L,300.7,311.0,1596,36.9,174,0,0,0,0,0,0
4461,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0
2755,H32168,H,299.6,309.1,1630,32.3,194,0,0,0,0,0,0
